"Day","Platform","Campaign Name","Creative","AssetType","Spend","Likes","Landing PageViews","VideoViews","VideoCompletions","Impressions","LinkClicks","Shares"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","We have your back","Video","315.57","200","0","64973","12542","98459","343","28"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","Worst Nightmare","Video","0.0","0","0","0","0","0","0","1"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Pop Two","Video","300.0","43","0","39606","1249","59825","189","2"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:FR_Funnel:AWR_Obj:Reach_Geo:National_Init:TenorSoprano","Don't just wear it, live it","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:FR_Funnel:AWR_Obj:Reach_Geo:National_Init:TenorSoprano","Explore the City","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:FR_Funnel:AWR_Obj:Reach_Geo:National_Init:TenorSoprano","Looks good but sounds even better","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:FR_Funnel:ENG_Obj:Engagements_Geo:National_Init:TenorSoprano","Goes with any fit","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Any passion, anywhere","Video","162.53","176","0","10134","162","42657","123","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Back in Flow","Video","36.69","1368","0","3731","81","9291","34","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Designed for anything","Video","0.42","1","0","13","0","144","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Designed to keep you creative","Video","22.36","83","0","954","10","7056","22","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Double Tap","Video","0.13","0","0","17","0","96","1","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Fit vs. Fit","Video","21.62","14","0","1069","42","6346","32","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Good things take time","Video","0.76","2","0","62","2","266","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Killer soundtrack","Video","210.19","3442","0","26734","1094","53691","234","1"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Masterpiece","Video","1.43","4","0","217","4","687","3","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Mural","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Outdoors","Video","1.96","8","0","262","6","607","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Pause the nuances","Video","0.32","1","0","29","0","199","3","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Right Tool","Video","1.34","6","0","160","1","748","1","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","The Comeback","Video","3.64","5","0","113","10","1558","1","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Unique to you","Video","6.61","22","0","363","4","2430","9","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","DS Gametime.","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Level Up","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Outside. Inside.","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","NFL Rookie Mashup","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Level Up","Video","0.0","1","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Locked In","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW Focused","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Bliss Begins","Video","3455.2","2119","0","82927","4448","764250","1937","2"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Getting back to it","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Laptop Mag Quote","Video","4044.8","9876","0","180647","5892","895421","3115","4"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","We've all got it","Video","0.0","0","0","0","0","0","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Ad 19","Video","87.4","56","0","1736","92","14782","211","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","HiFi","Video","14.44","11","0","309","31","3297","33","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Killer soundtrack","Video","3531.21","14851","0","314113","30996","578431","8631","11"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Mobile study room.","Video","7.89","45","0","857","77","2728","19","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","New Heights","Video","9.0","18","0","274","22","1636","21","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Stay Connected","Video","92.42","181","0","3553","309","16893","240","1"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Go anywhere, do anything","Video","0.0","0","0","1","0","1","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Mobile study room.","Video","413.43","848","0","84568","8535","128886","613","1"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Rewind","Video","259.42","53","0","53079","549","77686","239","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Stay focused","Video","0.0","0","0","48","1","85","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Studio Sound","Video","149.45","134","0","30675","1735","49459","178","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Study Tips","Video","0.0","0","0","1","0","2","0","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Tufting","Video","0.41","1","0","191","26","282","1","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Turn down the office","Video","140.65","338","0","29091","1630","45042","179","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Zone of calm","Video","0.81","1","0","194","18","314","1","0"
"2021-10-01","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Zone of silence","Video","1.53","0","0","292","28","453","1","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Smothering","Video","0.0","1","0","308","308","605","4","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","None","Video","0.0","2","0","0","0","4654","0","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:League of Legends","BDD 30","Video","2767.72","8","0","2475","2475","314109","322","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:League of Legends","Odoamne 30","Video","1535.41","3","0","1886","1886","176900","154","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:League of Legends","Odoamne 45","Video","1517.14","3","0","948","948","176353","155","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","DS","Video","3151.22","22","0","4163","4163","404207","289","5"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JFI","Video","3561.37","11","0","4490","4490","449510","311","2"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ROO","Video","2642.27","15","0","1871","1871","342760","197","3"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TF","Video","2317.43","6","0","3265","3265","306223","226","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW","Video","2551.86","11","0","3504","3504","333644","205","1"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product(New Colors)","7S","Static","289.17","2","0","0","0","50661","29","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product(New Colors)","8L","Video","473.52","6","0","11564","11564","79022","79","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product(QC45)","4I","Static","361.16","5","0","0","0","61213","27","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product(QC45)","Asset 3-Fashion Statement","Static","401.36","1","0","0","0","65789","57","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Laptop","Static","4202.0","28","0","0","0","620883","526","2"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Views_Geo:National_Init:NFL(Co-Brand)","None","Video","22250.93","130","0","95894","95894","1363126","0","4"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Views_Geo:National_Init:NFL(Pre-Roll)","None","Video","8072.55","132","0","65909","65909","388999","43","10"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product(New Color)","16U","Static","400.0","8","0","0","0","42720","214","1"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product(QC45)","11L","Static","1.15","0","0","0","0","561","2","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product(QC45)","12P","Static","398.85","21","0","0","0","36960","249","3"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","AN","Static","23.47","25","0","0","0","1074","6","3"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","AZ","Static","35.95","38","0","0","0","1438","8","2"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Activated","Static","3.39","7","0","0","0","89","0","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","BC","Video","0.22","1","0","8","8","26","0","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","BC2","Video","1.46","3","0","10","10","24","0","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","BTH","Video","1.86","2","0","22","22","106","2","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","CA:SOC","Static","91.22","48","0","0","0","6626","31","4"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Circuit Board","Static","100.33","48","0","0","0","8856","28","1"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Coffee Shop","Video","35.4","13","0","805","805","4911","13","2"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","FFH","Static","3023.54","329","0","0","0","169193","6695","20"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","HDS","Video","5.92","7","0","196","196","537","3","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","HW2","Video","88.61","15","0","2754","2754","11505","45","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","High Fidelity","Static","54.52","59","0","0","0","3103","9","1"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Immerse Yourself","Video","161.95","108","0","923","923","14826","34","6"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","KTY","Video","447.84","61","0","11535","11535","53113","182","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","MIL","Video","5.02","5","0","27","27","391","1","2"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","MIL:SVID","Video","118.36","116","0","445","445","8459","24","7"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","New Focus, New Me","Static","75.65","48","0","0","0","5201","22","5"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","RV","Static","3.91","3","0","20","20","231","2","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Rediscover","Video","53.99","30","0","316","316","5090","17","1"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","SPF","Video","9.64","17","0","58","58","297","0","0"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","You time","Static","6.28","3","0","0","0","455","3","1"
"2021-10-01","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","None","Video","151.49","150","0","0","0","11975","0","8"
"2021-10-02","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:AWR_Obj:Reach_Geo:National_Splinter","Dating Apps","Static","309.61","0","89","0","0","77217","196","1"
"2021-10-02","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Bad News","Video","2946.85","64","625","20868","10397","243138","977","29"
"2021-10-02","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Best Gift","Video","581.09","7","20","2166","324","31680","47","2"
"2021-10-02","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Construction","Video","492.62","19","54","3136","745","37793","93","3"
"2021-10-02","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Convincing A","Static","897.84","35","164","3616","806","138669","225","25"
"2021-10-02","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Dreams","Video","1578.06","23","428","16734","2490","114133","617","20"
"2021-10-02","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Firefighter","Static","1293.28","96","352","0","0","156412","601","17"
"2021-10-02","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","In 90 Days","Video","393.93","18","40","3009","475","38487","76","2"
"2021-10-02","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Lullaby","Video","268.74","4","31","1001","138","20309","68","0"
"2021-10-02","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","No Strings","Video","720.22","6","51","4567","468","44608","129","3"
